Timestamp,Milliseconds,X,Y,Z,act
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86079,0.010762692,-0.02970028,-0.082518324,W
2019/10/18 9:02,86252,0.23089409,-0.017970085,0.35180518,W
2019/10/18 9:02,86501,-0.91805625,-0.27787495,-0.6989616,W
2019/10/18 9:02,86751,-0.8735952,-0.30764866,-0.15472543,W
2019/10/18 9:02,87002,1.42488,0.49127102,-0.25393724,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90073,1.5652933,0.20806026,0.16587436,W
2019/10/18 9:02,90251,0.09444857,-0.050269127,0.36281002,W
2019/10/18 9:02,90502,-0.10274863,-0.09071064,0.24543369,W
2019/10/18 9:02,90751,-0.13293266,-0.12053776,0.052979708,W
2019/10/18 9:02,91295,-0.3082707,-0.2667446,-0.18067014,W
2019/10/18 9:02,91295,-0.3082707,-0.2667446,-0.18067014,W
2019/10/18 9:02,91501,0.5399939,0.04873562,0.18780029,W
2019/10/18 9:02,91752,0.45793533,0.011441231,0.16291702,W
2019/10/18 9:02,92001,0.30383873,-0.20886421,-0.015436292,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94078,-0.33380294,-0.24201393,-0.21014875,W
2019/10/18 9:02,94252,-1.7246089,-0.32093716,-0.8366728,W
2019/10/18 9:02,94501,0.44795847,-0.38432693,-0.033079863,W
2019/10/18 9:02,94751,-0.21540499,0.007360458,-0.41224766,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
2019/10/18 9:02,102078,-0.06715822,-0.17239761,0.040043592,W
